date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:17:19	9/9	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2012%20Jun%202019%2000:18:08%20GMT	https://gnargebot.glitch.me/vendors/owl-carousel/owl.video.play.png	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/vendors/owl-carousel/owl.video.play.png	(from https://gnargebot.glitch.me/vendors/owl-carousel/owl.carousel.min.css)
03:17:19	208792/208792	---M--	200	added ('OK')	font/ttf	etag:W/%2232f98-16b36de7c98%22	https://gnargebot.glitch.me/vendors/fontawesome/webfonts/fa-solid-900.ttf	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/vendors/fontawesome/webfonts/fa-solid-900.ttf	(from https://gnargebot.glitch.me/vendors/fontawesome/css/all.min.css)
03:17:20	72376/72376	---M--	200	added ('OK')	image/jpeg	etag:W/%2211ab8-16b36de7c98%22	https://gnargebot.glitch.me/img/banner/home-banner.jpg	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/banner/home-banner.jpg	(from https://gnargebot.glitch.me/css/style.css)
03:17:20	9/9	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2012%20Jun%202019%2000:18:09%20GMT	https://gnargebot.glitch.me/img/banner/banner-2.jpg	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/banner/banner-2.jpg	(from https://gnargebot.glitch.me/css/style.css)
03:17:20	14282/14282	---M--	200	added ('OK')	image/jpeg	etag:W/%2237ca-16b36de7c98%22	https://gnargebot.glitch.me/img/banner/banner.jpg	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/banner/banner.jpg	(from https://gnargebot.glitch.me/css/style.css)
03:17:21	9/9	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2012%20Jun%202019%2000:18:10%20GMT	https://gnargebot.glitch.me/img/elements/primary-check.png	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/elements/primary-check.png	(from https://gnargebot.glitch.me/css/style.css)
03:17:21	134890/134890	---M--	200	added ('OK')	image/png	etag:W/%2220eea-16b36de7c98%22	https://gnargebot.glitch.me/img/background/pattern1.png	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/background/pattern1.png	(from https://gnargebot.glitch.me/css/style.css)
03:17:21	9/9	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2012%20Jun%202019%2000:18:10%20GMT	https://gnargebot.glitch.me/img/elements/success-check.png	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/elements/success-check.png	(from https://gnargebot.glitch.me/css/style.css)
03:17:21	1249/1249	---M--	200	added ('OK')	image/png	etag:W/%224e1-16b36de7c98%22	https://gnargebot.glitch.me/img/elements/disabled-check.png	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/elements/disabled-check.png	(from https://gnargebot.glitch.me/css/style.css)
03:17:22	9/9	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2012%20Jun%202019%2000:18:10%20GMT	https://gnargebot.glitch.me/img/elements/primary-radio.png	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/elements/primary-radio.png	(from https://gnargebot.glitch.me/css/style.css)
03:17:22	9/9	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2012%20Jun%202019%2000:18:11%20GMT	https://gnargebot.glitch.me/img/elements/success-radio.png	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/elements/success-radio.png	(from https://gnargebot.glitch.me/css/style.css)
03:17:22	1173/1173	---M--	200	added ('OK')	image/png	etag:W/%22495-16b36de7c98%22	https://gnargebot.glitch.me/img/elements/disabled-radio.png	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/elements/disabled-radio.png	(from https://gnargebot.glitch.me/css/style.css)
03:17:22	9/9	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2012%20Jun%202019%2000:18:11%20GMT	https://gnargebot.glitch.me/img/icon/cotation.png	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/icon/cotation.png	(from https://gnargebot.glitch.me/css/style.css)
03:17:23	5491/5491	---M--	200	added ('OK')	image/png	etag:W/%221573-16b36de7c98%22	https://gnargebot.glitch.me/img/background/pattern2.png	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/background/pattern2.png	(from https://gnargebot.glitch.me/css/style.css)
03:17:23	9/9	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2012%20Jun%202019%2000:18:12%20GMT	https://gnargebot.glitch.me/img/elements/single_bg.png	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/elements/single_bg.png	(from https://gnargebot.glitch.me/css/style.css)
03:17:24	90038/90038	---M--	200	added ('OK')	image/png	etag:W/%2215fb6-16b36de7c98%22	https://gnargebot.glitch.me/img/banner/about2.png	C:/Users/Burak/Desktop/Gravity-Bot/gnargebot.glitch.me/img/banner/about2.png	(from https://gnargebot.glitch.me/css/style.css)
